"id";"base";"bonus";"overtime_pay";"other";"sector";"section_07";"sex";"education";"contract";"age";"duration_total";"duration_entity";"duration_nominal";"duration_overtime"
93582;94163.13;2500;0;7915.62;1;1;2;2;1;38;8.1;3.02;1592;0
4516;25809.46;2289.02;0;0;1;3;2;4;1;52;30.09;30.09;1225;0
79560;33113.5;1900;0;0;1;3;1;4;1;39;20.09;8.03;1816;0
134420;19936;5160;0;1980.16;1;1;2;4;1;46;19.08;2.04;1752;0
45834;27727.44;750;0;2316.31;1;1;2;2;1;27;6.09;2.09;1752;0
199503;4766.04;0;0;405.11;1;2;2;2;2;34;11.06;0.02;130.44;0
27827;7862.87;1955;0;0;1;3;2;4;2;46;10.06;0.01;528;0
35471;33703.69;0;0;2647.04;1;1;1;4;1;52;36.06;24.02;1768;0
24891;44745.07;0;12254.94;4571.95;1;2;2;2;1;38;17.06;17.06;716.4;303
27822;18927.56;2606.6;0;1677.87;1;2;2;4;2;22;2.01;2.01;1800;0
92124;32817.6;0;6702;3359.18;1;2;2;2;1;58;32.01;13.01;766.8;221.5
89781;38201.75;3500;0;2992.31;1;1;2;2;1;33;8.09;8.06;1256;0
169321;35062.5;4200;0;0;1;1;2;2;1;32;8.09;6.07;1664;0
115960;8137.45;400;0;690.87;1;3;2;4;2;26;5.04;1.05;1055;0
22126;24421.42;500;0;0;1;3;2;3;1;45;24.07;24.07;1273.98;0
88376;21398.07;3800;0;1818.84;1;1;1;4;1;31;10.07;7.04;1816;0
30351;53717.86;7600;0;0;1;1;2;3;1;57;28.07;4.01;1784;0
89156;4201.1;0;0;357.09;1;2;2;2;2;31;8.02;0.02;115.63;0
60844;44573.89;0;0;3788.78;1;1;2;2;1;54;34.08;2.03;1848;0
151699;5047.92;0;0;429.07;1;2;1;2;2;30;4.07;4.07;141.2;0
110886;20911.3;2080;0;1759.3;1;2;2;6;1;55;30.09;23.04;1816;0
194805;36000;0;0;3060;1;1;2;4;1;50;30.02;22.06;1856;0
3619;43377.72;0;0;3687.1;1;2;2;2;1;39;18.04;18.04;766.8;0
193408;58763.94;5800;0;4956.88;1;1;1;2;1;35;9.01;6.07;1776;0
155194;28318.41;1498.56;1086.94;2619.93;1;2;2;2;1;50;29.04;24.01;1170;65.55
140669;34818.51;0;3009.72;3215.39;1;2;2;2;1;46;5.06;3.02;694.8;111.7
196740;48571.2;5701.03;6189.94;4913.13;1;2;2;2;1;49;25.02;25.02;766.8;175
94808;32920.96;0;29.69;2656.04;1;2;2;2;1;31;7.02;7.02;759.6;1
190139;53705.3;9800;0;0;1;1;2;2;1;51;26.09;5.09;1736;0
91869;41326.81;700;9776.73;4394.9;1;2;2;2;1;56;30.06;30.06;759.6;297
45412;22761;0;0;1729.9;1;2;2;2;2;34;4.04;2.01;1004;0
70075;66459.09;3700;0;4872.16;1;1;1;2;1;49;29;26.09;1312;0
175033;31981.18;1500;0;2718.4;1;1;2;2;1;27;2.09;1.03;1752;0
110817;39503.74;6060;0;3206.2;1;3;2;2;1;43;23.02;5.03;1640;0
80676;21055.33;12274.93;0;2433.07;1;1;1;6;1;42;24.05;14.05;1704;0
123755;50576.02;1500;3793.44;4604.78;1;2;2;2;1;50;30.01;21.02;1800;126
34053;27012.66;2200;3793.68;2740.77;1;2;2;2;1;28;4.01;4.01;615.6;142.5
164118;51798.55;3940.09;0;0;2;3;2;6;1;53;35.02;10.08;1760;0
184579;27603.76;6541.19;2782.08;0;1;1;2;4;1;33;12.11;12.11;1816;141
120386;50617.74;5330;0;4225.85;1;1;1;2;1;31;11.05;4.07;1792;0
35977;32707.99;800;8862.18;3517.38;1;2;2;2;1;39;15.04;7.02;766.8;292.5
117792;15804;0;0;0;1;3;2;6;1;46;15.08;6.02;1473;0
47247;73196;0;0;0;2;2;1;1;1;34;8.03;3.03;1562.4;0
28896;14707.26;24693.98;0;0;1;2;2;2;2;29;1.07;0.03;791;0
76959;32700;0;0;0;2;3;2;4;1;49;29;10;1816;0
76127;18077.94;0;0;1536.62;1;2;2;5;1;51;7.02;7.02;1816;0
146054;17182.51;681.76;0;1381.21;1;2;2;4;1;48;18.04;9.01;1680;0
167832;4819.31;500;0;410.69;1;2;1;2;1;37;9.01;9.01;97.2;0
61959;40980.21;10640;8881.32;5015.13;1;2;2;2;1;39;13.08;6.02;766.8;247
143406;45749.88;2700;0;3888.74;1;1;1;2;1;40;19.01;5.04;1792;0
84509;20966.4;0;0;0;1;3;2;5;1;48;28.07;28.07;1816;0
47943;47640;0;0;4049.4;1;2;1;1;2;51;23.01;0.09;1432.25;0
134265;44022.71;0;5018.12;3984.79;1;2;2;2;1;52;29.01;29.01;766.8;151
130317;48807.34;4117.11;0;0;1;3;2;3;1;46;25.07;21.06;1789.67;0
66550;42193.6;1144.18;7166.82;4195.64;1;3;1;2;1;42;22.11;3.1;1046.4;325
154954;36000;0;0;3060;1;2;1;2;2;68;1;1;846;0
2671;31738.52;6017;0;0;2;3;2;2;1;34;14.02;8.1;1751.75;0
156754;23678.62;700;2986.38;2281.86;1;2;2;2;1;35;9.04;4.06;766.5;94
186919;44044.96;600;7457.56;4334.9;1;2;2;2;1;52;29.02;23.02;750.8;183
154504;14390.44;0;0;1095.49;1;2;1;4;2;52;25.08;2.07;1092;0
151963;31194.99;0;415.69;0;1;1;2;2;1;56;34.02;17.1;1800;22
90204;116880;0;0;9934.8;1;1;1;2;1;63;43.03;15;1880;0
159109;21813.31;171.66;0;0;1;3;2;4;1;34;11.07;4.07;1135;0
122890;35581.76;800;0;3015.12;1;2;2;3;1;48;26.09;26.09;1864;0
64040;48241.72;0;1730.36;3957.23;1;2;2;2;1;47;25.02;13.02;766.8;48
18460;19814.14;0;0;1684.22;1;2;2;5;1;52;33.02;11.02;1800;0
116215;52440;9223.4;0;0;1;1;1;2;1;62;42.09;16.07;1776;0
62817;18624.6;0;0;1583.09;1;1;2;6;1;51;16.05;16.05;1832;0
32270;14529.6;3281.6;0;1462.95;1;2;2;5;1;50;31.11;15.11;1594;0
124229;40866.22;800;4909.25;3796.76;1;2;2;2;1;40;18;16.02;759.6;123
174901;30632.37;700;1746.57;2746.06;1;2;1;2;1;26;2.02;2.02;766.8;69
37793;29102.22;641.7;0;0;1;3;2;2;1;30;6.08;6.08;1412.5;0
68083;18488.86;110;351.9;1588.29;1;2;2;4;2;59;24.04;24.04;1768;58
111299;30262.39;0;0;2414.91;1;2;2;2;1;39;14.01;12.01;752.4;0
75205;14156.53;2287;0;1362.84;1;2;1;6;1;49;19.06;13.06;1302;0
146710;7329.35;0;1243.84;0;1;2;2;2;1;22;0.02;0.02;295.2;52
81912;45749.3;1000;11039.14;4827.02;1;2;2;2;1;49;30.02;6.02;709.2;295.8
21451;31352;0;0;0;1;3;2;2;1;43;21.02;21.02;1728.24;0
146683;5952.84;0;0;0;1;2;2;4;2;53;14.01;0.02;680;0
23024;13826.46;3347.61;0;1371.78;1;2;1;2;1;29;1.08;1.08;952;0
104696;51416.62;0;0;4250.17;1;1;2;4;1;50;28.11;28.11;1720;0
131417;20880;2150;0;1774.8;1;1;1;5;1;50;24.03;4.11;1752;0
96319;40260;2000;0;3403.09;1;1;2;2;1;31;13;2.07;1808;0
38548;18196.93;0;0;0;1;3;2;5;1;52;29.07;5.1;1240;0
26000;39620.81;1300;4908.35;3767.26;1;2;2;2;1;39;12.01;9.02;1278;204
101430;32021.15;0;0;0;1;3;2;3;1;43;22.05;22.05;1721.41;0
4956;32930.91;0;0;0;1;3;2;4;2;41;10.09;3.08;1709.42;0
72411;31593.6;5265.6;0;3133;1;2;1;2;1;60;37.01;37.01;1816;0
35237;46988.64;3800;0;3994.03;1;1;1;5;1;54;25;4.09;1776;0
67180;40287.41;0;1096.06;3079.2;1;2;2;2;1;49;27.02;27.02;730.8;35.5
185295;16590;0;0;0;2;3;2;4;1;51;30.05;15.07;1896;0
127679;41640;0;0;3539;1;2;2;4;1;56;38;21.01;1752;0
6926;42449.7;0;2800;16740.26;2;2;2;1;1;46;25.08;3;1533.6;35
138408;46157.1;0;0;0;1;3;2;2;1;43;23.04;23.04;1720.66;0
98204;33944.6;700;0;2885.29;1;1;1;2;1;35;12.09;7.1;1784;0
77065;18775.56;3404.4;0;1800.3;1;3;1;2;2;43;15.08;1.03;1940;0
179313;20039.76;1830.35;0;1680.79;1;3;2;2;1;32;7.09;6.09;1800;0
135676;21092.6;4780;0;2099.79;1;1;1;5;1;44;27.08;0.08;1488;0
161109;67100;0;0;0;1;3;1;2;1;64;40.02;40.02;1744.16;0
26837;5749.09;958.18;0;0;1;2;2;4;2;54;26.06;0.02;660;0
189946;5875.22;1119.09;0;0;1;2;2;5;1;43;5;0.05;787.33;0
27125;21995.8;787.7;0;0;1;3;2;5;2;48;21.06;14.1;1760;0
127677;32420.13;0;2047.47;2929.75;1;2;2;2;1;42;13.01;13.01;648;65
654;21300;2600;0;1810.5;1;1;2;2;1;26;2.01;1.01;1848;0
154484;32113.2;6834.45;0;3310.55;1;2;2;4;1;55;37.02;35.03;1824;0
10804;33193.2;900;0;2821.42;1;3;2;4;1;50;28.05;18.01;1792;0
117487;35467.44;1465;0;2973.61;1;1;2;3;1;52;14.09;6.07;1760;0
146720;11602.8;0;0;986.24;1;2;2;2;2;37;2.02;2.02;399.83;0
69842;38616.56;0;5523.36;3424.79;1;2;2;2;1;40;16.01;7.01;306;148
160422;42772.77;200;1838.3;3778.84;1;2;2;2;1;44;24.1;23.02;766.8;41
89377;40378.94;2000;0;3352.89;1;1;2;4;1;44;20.04;15.04;1680;0
180530;45600;0;0;0;2;2;2;1;1;57;34.08;11.03;170;0
147034;19221.96;3203.64;0;1906.18;1;2;2;5;1;47;29.01;29.01;1808;0
19441;17354.32;400;0;1490;1;2;2;6;1;56;34.11;19.02;1424;0
25808;23537.81;1300;0;1800.81;1;2;2;5;1;53;20.07;5.07;1816;0
41519;25699.72;419.8;2305.95;2380.48;1;2;2;2;2;28;3.06;2.02;720;85
70396;27615;641;0;2335.34;1;1;2;2;1;56;31.11;31.11;1706.25;0
173548;28283.03;0;671.76;2445.75;1;2;1;2;1;40;11.04;11.04;691.2;24
163092;19910.01;4284;0;2056.49;1;3;2;4;2;48;28.08;0.11;1360;0
27507;27624.72;920;6800.4;3004.34;1;2;2;2;1;30;6.04;6.04;766.8;220
132818;54130.93;18030.27;0;6001.1;1;2;2;2;1;58;41.04;33.02;1816;0
128988;39988.8;0;8017.36;4080.52;1;2;1;2;1;47;22.04;22.04;766.8;220
131865;25296.09;11600;0;2798;1;2;2;2;1;26;2;2;1864;0
182267;30618.8;0;0;0;1;3;2;3;1;39;18.03;18.03;1130;0
147882;50305.14;2200;5601.02;4927.72;1;2;2;2;1;37;16;11.1;741.6;160
113944;47721.78;4159.2;0;3963.14;1;1;2;2;1;36;16.02;16.02;1512;0
152557;10519.2;905.2;0;894.13;1;2;1;5;1;53;37.07;37.07;920;0
136326;53954.51;800;5687.3;4844.85;1;2;2;2;1;37;14.06;13.06;622.8;122
26372;21696.58;0;0;1670.63;1;2;2;5;1;56;16.01;4.01;1816;0
82876;57505.87;0;10869.66;0;1;3;2;2;1;29;3.1;2.06;1661.04;516.92
125379;30958.15;3310;0;0;1;1;2;4;1;49;23.07;14.07;1728;0
90618;20612;600;0;1752.02;1;2;2;5;1;54;28;27.1;1816;0
154360;23245.88;0;2167.18;2143.28;1;2;2;2;1;23;2.01;2.01;704.8;96
47142;18972.64;1300.07;0;1603.07;1;2;2;4;1;53;36.01;6.02;1096;0
85314;40624.98;0;7798.04;4074.3;1;2;2;2;1;47;28.02;28.02;748.8;214
117180;31180.67;750;207.2;2511.03;1;2;2;2;1;38;11.11;8.02;655.6;8
158283;31273.21;400;1135.41;2622.27;1;2;2;2;1;33;9.08;8.08;712.8;36
78963;18776;5533.85;0;2066.34;1;3;2;4;1;25;4.04;4.04;1808;0
197;70805.46;12014.76;0;6018.47;1;1;2;2;1;49;31.1;31.1;1644;0
184517;41807.43;0;5750.02;4042.38;1;2;2;2;1;52;33;21.02;723.6;159.5
179413;50558;300;10018.57;5009.86;1;2;2;2;1;53;30.05;27;712.8;245
190125;43155.57;20926;212.05;0;1;3;2;3;1;41;19;11.06;1730.91;5
151179;57618.76;2132;0;4894.96;1;1;2;2;1;29;7.1;3.04;1808;0
66990;20462.4;3005.2;0;1877.11;1;2;2;4;1;45;25;25;1784;0
21881;38138.68;0;0;0;1;3;2;3;1;31;6.11;5.11;1657.63;0
85608;91638;2300;0;7592.53;1;1;2;2;1;56;30.05;19.06;1736;0
104525;24429.48;3966.2;0;2359.89;1;2;2;4;1;55;30.01;30.01;1720;0
42368;48202.39;1500;4922.52;4515.62;1;2;1;2;1;53;29.01;25.07;1816;137
126746;43576.78;0;637.96;3758.25;1;2;2;2;1;41;18.01;1.02;687.6;15
155099;65545.2;0;4550;5605.15;1;2;1;1;2;52;27.11;27.11;1565;65
147091;61806.75;4000;0;4955.23;1;1;2;2;1;49;30.03;23.06;1584;0
4077;16873.4;537.75;0;1461.76;1;2;2;5;1;46;18.05;1.11;1792;0
49084;24719.84;400;3612.77;2384.91;1;2;2;2;2;30;2.11;2.11;1090;179.03
17018;38361.86;4200;743.08;0;1;1;2;2;1;30;9.03;9.03;1760;26
49219;23157;2215;0;0;1;3;2;2;1;26;5.07;5.07;1190;0
68879;16680.46;0;127.08;1424.1;1;2;1;2;1;34;9;2.01;363.29;4
137423;34688.23;500;1828.74;3103.94;1;2;2;2;1;46;28.02;28.02;919.6;72.5
86828;21741.01;0;4513.71;2192.75;1;2;2;2;1;23;1.01;1.01;741.6;201
176575;40692.81;0;3788.91;3716.23;1;2;2;2;1;50;29.01;28.01;741.6;116
133802;23104;320;1317.59;2100.04;1;2;1;5;1;55;38.11;13.01;1832;73
120197;19483.2;0;0;1656.07;1;2;2;5;1;53;29.09;16.06;1816;0
141683;39122.08;1350;0;0;1;3;2;2;2;23;1;1;1804.83;0
20264;40684.58;480;3317.19;3688.74;1;2;2;2;1;40;22.01;9.02;924;116.5
34536;33368.85;1300;0;2836.35;1;1;2;2;1;34;7.05;4.05;1840;0
126744;16653.3;3387.12;0;1610.34;1;2;2;4;1;46;28.02;8.03;1728;0
32565;67392.3;2900;0;5590.11;1;1;2;2;1;56;36.02;18.09;1800;0
17930;20305.02;0;301.43;0;1;3;1;5;1;49;30.01;24.11;1648;24
34564;23450.4;2385.24;0;2042.89;1;2;2;3;1;59;40.1;16.07;1656;0
185088;56631.58;0;0;4813.68;1;2;2;1;1;35;7.06;7.06;1511.6;0
149285;10801.6;0;0;904.5;1;2;2;2;1;34;9.04;3.04;656;0
174144;39110.4;7174.89;0;3324.38;1;1;2;4;1;54;35.09;15.1;1776;0
13387;22060.47;0;5944.48;2328.42;1;2;1;2;1;34;12.06;12.06;352;165
70283;36888.69;0;1398.29;0;1;3;2;3;1;44;23;23;1798.83;49.25
38304;26195.52;0;447.78;2240.55;1;2;2;2;1;28;4.02;4.02;738;16
193941;12326.4;2071.65;0;1223.83;1;2;2;2;1;56;35.04;14.11;916;0
136241;42140.54;0;2217.96;3782.33;1;2;2;2;1;50;28.02;28.02;766.8;61
167688;37965.1;0;7799.76;3883.67;1;2;1;2;1;35;10.02;10.02;766.8;255
121731;13622.59;350;0;1074.99;1;2;2;5;1;30;7.03;1.04;1492;0
32502;26319.6;0;186.6;2015.47;1;2;1;2;1;36;12.03;3.04;486.81;5
157249;46699.1;2050;0;3934.38;1;1;1;2;1;46;23.02;17.11;1776;0
177057;14394.88;0;149.28;1135.65;1;2;1;2;1;42;18.02;15.1;305.88;4
191820;46832.45;2000;0;3855.49;1;1;2;2;1;37;12.11;12.08;1752;0
4517;22313.46;1150;0;1828.32;1;2;2;2;1;54;24;3.02;1736;0
144795;8715.17;414.16;0;705.61;1;2;2;5;1;44;26.06;1.06;892;0
85615;23598.72;206.04;0;0;1;3;2;2;1;41;19.02;6.07;1746;0
100292;19294.82;3487.6;0;1899.96;1;2;2;5;1;49;28.09;3.04;1832;0
1223;34408.1;3280;0;2864.3;1;2;2;2;1;52;17.03;3.01;781.2;0
123635;36123.24;750;692.36;0;2;3;2;2;2;31;9.05;1.07;1678.58;25
161982;4531.12;0;353.47;415.19;1;2;1;2;2;25;1.01;0.01;156;13
66309;16608.16;3835.13;0;1725.73;1;2;2;4;1;52;24.1;24.1;1776;0
177017;26714.95;4413.49;0;0;1;3;1;3;1;42;20.1;10.03;786.25;0
68498;46939.22;4154.09;14721.19;0;1;3;2;2;1;47;18.04;6.05;1311.91;400
26117;42854.2;387;0;3642.61;1;2;2;2;1;34;12.01;12.01;669.6;0
112982;30189.39;0;0;2535.69;1;2;2;2;1;34;13;10;766.8;0
170904;43201.83;0;3979.04;3768.23;1;2;2;2;1;36;12.02;11.02;702;111
92149;42398.05;0;0;0;1;3;2;4;1;50;31.02;31.02;1728.24;0
92028;38864.66;1882;0;3303.4;1;2;2;2;1;46;21.02;17.01;760.8;0
124286;15776;8296;0;1410.32;1;2;2;5;1;54;35.03;25.02;1816;0
75878;23447.2;4491.2;0;2304.82;1;2;2;4;1;46;27.01;25.07;1856;0
121451;14609.88;0;0;1241.84;1;2;2;2;2;32;12.03;6.02;366;0
9366;40265.52;0;1716.72;3190.67;1;2;2;2;1;50;29.02;9.02;302.4;46
1119;112393.9;7660;4641;9289.9;1;2;1;1;2;67;42.07;42.07;1612.8;59
185429;36751.2;1034;6403.21;3444.45;1;2;2;2;1;42;21.04;9.04;694.8;213
167044;16335;2686.2;0;1598.3;1;2;2;5;1;52;24.05;3.06;1152;0
32613;53382;7180;0;0;1;1;2;2;1;38;19.03;19.03;1800;0
114770;19566.12;0;638.19;1717.37;1;2;2;2;1;35;3;1;712.8;21
33830;26340.83;6324;0;2593.93;1;1;1;5;1;43;27;19;1832;0
111628;29996.91;0;12197.12;3616.41;1;2;2;2;1;33;6.01;1.01;763.2;416
74404;23814.18;0;0;0;1;1;2;2;2;29;3.03;0.11;1090;0
183605;43477;0;0;3695;1;1;2;2;1;55;35;7.1;1816;0
94790;20005.87;3301.48;0;1593.78;1;3;2;4;1;40;8;3.06;1664;0
54383;24000;0;0;1943.49;1;1;2;2;1;22;2;2;1688;0
67802;14259.47;2576;0;1364.08;1;2;2;5;2;34;8.01;2.08;1632;0
127709;43818.6;1100;0;3709.53;1;2;1;2;1;40;17;10;1024.4;0
127689;21469.5;2355;183.05;2040.64;1;2;1;4;1;45;15.04;1.09;1760;15
26162;39589.56;2553;0;0;1;1;2;2;1;42;19.04;11.05;1648;0
37539;27727;4970;3581.72;0;1;1;2;2;1;27;6.01;6.01;1808;171
68246;43279.28;0;5476.16;3842.55;1;2;2;2;1;51;28.01;28.01;766.8;157
179324;77238.23;520;21456.55;0;1;3;1;2;1;60;37.06;33.02;1735.82;352.49
102022;25920;0;0;0;1;3;2;4;1;29;8.05;2.02;1760;0
46122;61372.8;0;7170.48;5826.18;1;2;1;1;1;51;1.06;0.08;1012;120.6
71040;46980.7;0;6071.37;0;1;3;2;2;2;30;4.09;3.08;1698.87;138.92
5134;9464.43;1710;0;0;1;3;2;3;1;33;11.08;4.01;785.13;0
110387;41268.47;1200;3077.04;3733.7;1;2;2;2;1;42;21;20.1;748.8;85
147410;44502.01;0;2748.98;4016.33;1;3;2;2;1;57;34.02;34.02;1107.6;104
184130;41200.95;0;6247.96;4033.16;1;2;2;2;1;46;25.04;2.08;702;175
88505;27706.36;0;7299.09;3010.46;1;2;2;2;1;28;3.01;3.01;684;230
198778;24758.18;7484.63;1306.61;2822.35;1;2;2;2;2;27;8;0.08;1696;26
51513;24920.9;1850;0;0;1;1;2;2;1;27;4.1;4.03;1768;0
112097;77944.9;3000;10769;7096.9;1;2;1;1;1;65;42.02;39.02;1533.6;215
62412;40001.27;0;1401.8;3503.42;1;2;2;2;1;49;29.02;4.02;694.8;39
84727;18037.18;320;0;1414.54;1;2;2;6;1;48;20.01;9;1688;0
108593;54050.44;3125;0;4594.28;1;1;2;2;1;52;32.02;23.05;1808;0
188143;32208.33;3170;0;2709.21;1;1;2;4;1;52;33.06;7;1776;0
7477;25195.45;750;0;0;1;3;2;3;2;59;39;1.04;1306.06;0
196805;6542.51;1236.59;0;661.22;1;2;1;4;2;23;0.06;0.06;676;0
14126;27883.47;0;704.92;2430.02;1;2;2;2;1;39;16.02;6.02;519.11;20
199426;13680;700;0;1162.8;1;1;2;4;2;53;26;1.02;1362;0
168752;25702.09;7972;0;2776.05;1;3;2;3;1;56;33.03;19.06;1808;0
193704;52200;0;0;0;1;3;2;4;1;55;35.02;35.02;1683.52;0
21762;6517;2000;0;0;1;1;2;2;2;23;0.03;0.03;760;0
166272;44479.51;1626;2361.53;3890.84;1;3;2;2;1;45;23.02;23.02;974.4;80.5
154700;19953.36;5126.36;639.36;0;1;1;2;4;2;32;8;2.01;1776;42
193205;55835;7500;1146.01;4843.39;1;1;1;2;1;29;5.03;5.03;1800;34
128928;33685.6;0;1548.56;2985.14;1;2;1;2;1;51;26.02;20.02;759.6;49
163660;39640.79;1476;0;0;1;3;2;4;1;52;35.03;35.03;1743.4;0
11689;50829.16;0;0;0;1;3;2;2;1;56;36.03;15.05;1125;0
129476;45008.73;0;6092.78;4333.12;1;2;1;2;1;55;26.01;17.02;766.8;171.43
122301;39949.8;4130;2176.62;0;1;1;2;2;1;43;9.05;9.05;1816;82
28099;1668.12;0;0;143.45;1;2;2;2;2;37;14;2;48;0
112632;50182.4;4200;0;4265.5;1;1;1;2;1;38;13;11;1752;0
119829;53242.48;0;25620;6782.17;1;2;1;1;2;43;16.02;16.02;1565;416
8707;43457.08;0;0;3582;1;1;1;2;1;33;8.01;5.09;1680;0
121499;21367.5;2962.5;0;2042.55;1;1;1;6;1;48;22.05;6;1776;0
185664;17310.47;550;0;1480.42;1;2;2;5;1;53;28.02;13.02;1720;0
101373;61229.48;0;1182.76;4892.46;1;2;2;2;1;44;26.04;11.04;1568;40
92884;38304;3600;0;3255.84;1;1;2;2;1;57;27.07;4.07;1596;0
86488;55198.22;1100;11342.9;5598.34;1;2;2;2;1;47;23.03;11.04;1544;321.84
154518;41149.9;1953.5;0;3325.28;1;1;1;2;2;48;20.09;2.11;1920;0
112241;6334.84;0;0;534.58;1;2;2;2;2;34;8.02;1.02;212.99;0
178497;69120;6778.78;0;5875.2;1;3;1;2;1;58;42.08;11.06;1760;0
82820;22236.78;378;0;0;1;3;2;6;1;32;14.08;14.08;1685.42;0
138942;18288;3560.23;0;1857.1;1;2;2;5;1;56;36.03;24.06;1824;0
172877;41450.4;2600;0;3523.28;1;1;2;4;1;49;29.03;21.05;1896;0
77941;21730.71;2493;0;2050.21;1;1;2;2;1;29;8.11;7.02;1864;0
52762;31392;0;0;0;2;2;2;2;1;34;13.01;9.01;766.8;0
80083;18043.62;395.43;1211.07;1670.26;1;2;2;2;2;25;1.06;1.06;586.76;46.24
180909;37162.71;420;0;3135.25;1;1;1;2;1;30;3.07;3.07;1744;0
99496;31712.9;8311.19;0;0;2;3;2;6;1;46;27.07;10.08;1264;0
57264;37953.89;0;5982.02;3734.55;1;2;2;2;1;44;10.02;1.02;766.8;170
86952;18186;2879.9;0;1627.92;1;2;2;5;1;55;31.03;6.03;1816;0
105862;16104.66;850;0;1341.11;1;2;2;4;1;54;6.07;6.07;1816;0
84349;42341.37;1894.24;8782.2;4030.18;1;2;2;2;1;42;21;12;766.8;235
98624;37971.14;5240;0;3075.2;1;1;2;4;1;46;24.08;5.11;1616;0
179423;12633.53;2026;0;1151.4;1;2;2;4;2;43;3.06;0.1;1672;0
81280;41032.88;0;2295.1;3682.88;1;2;2;2;1;47;26.02;26.02;766.8;65.8
126416;76596.19;0;0;0;2;3;2;2;1;39;9.03;2.01;1627.03;0
137818;39167.05;1400;1848.8;3426.74;1;2;2;2;1;45;23.07;17;716.4;58
149646;25898.42;4003.88;0;2493.71;1;2;2;2;1;35;10;4.02;840;0
154048;44580.65;0;0;36229.15;1;2;1;1;2;42;17.11;17.11;1626.2;0
101734;36153;3212.4;6465.03;3895.59;1;2;1;2;1;34;11.06;10.02;766.8;160
43164;32622.27;0;3633.52;3070.1;1;2;1;2;1;34;11.07;8.02;709.2;120
91188;23921.72;995;0;2013;1;1;2;4;1;32;9.11;4.03;1302;0
81928;40797.48;0;13013.39;4573.92;1;2;2;2;1;40;21.02;21.02;1190;594
176553;70161.01;2500;0;5798.05;1;2;2;2;1;51;31.07;6.07;1816;0
188352;31735;0;2961;2923;1;2;1;2;1;36;11;11;709.2;97
98014;41450.58;4912.11;0;0;1;3;2;2;1;36;13.08;1.07;1486.33;0
82685;32851.79;2600;1466.93;0;2;3;2;4;1;34;12;4.06;1274;64
86352;33822.84;0;1111.01;2931.71;1;2;2;2;1;40;14.02;10.02;706.8;37
23805;34372;0;0;2921.62;1;1;2;2;1;27;7.01;2.05;1417.81;0
179821;5116;200;0;434.86;1;2;2;2;2;56;31;0.04;126.4;0
17411;19196.07;130;0;1615.41;1;2;1;5;1;55;8;2.05;1784;0
133046;121580;1500;0;0;1;3;2;3;2;60;39.07;39.07;1744.18;0
45493;26325.07;2550;0;2380.63;1;2;2;3;1;49;30.01;7.01;766.8;0
118320;40172.65;6574.8;0;3973.53;1;2;2;2;1;47;28.04;25.05;1776;0
52494;35217.6;0;0;2936.53;1;2;2;2;1;58;37.09;27.09;1278;0
114074;31322.55;1300;0;2650.87;1;1;2;2;1;33;14.1;14;1144;0
114166;21844.8;1600;0;1933.31;1;3;1;5;1;43;21;2.04;1800;0
143649;35491.6;2108;7784;3790.76;1;2;2;2;1;41;20.04;20.04;759.6;276
171958;25172.81;1650;1859.99;0;1;3;1;5;1;57;41.11;41.11;1664;130
58605;34859.5;7020;0;2939.56;1;1;2;2;1;32;8.1;8.1;1808;0
73937;31152.54;1969.95;0;2783.22;1;1;1;2;1;67;20.09;20.09;1856;0
131452;28936.12;0;5907.32;2648.12;1;2;2;2;1;56;34.03;15.09;784.8;185.94
146445;18593.7;0;0;1461.38;1;2;2;2;1;39;19.1;18.02;383.4;0
33388;33708.87;1515;1540.66;3015.12;1;2;2;2;1;40;17.09;16.02;748.8;50
91202;48140.71;0;697.72;0;1;3;2;3;1;52;20;20;1706.4;23
1876;12744;2124;0;1263.78;1;2;1;4;1;52;35.05;17.02;1368;0
104438;33120;7777;0;2815.2;1;2;2;3;1;42;23.07;13.02;1856;0
181573;15258.52;2333.25;0;1484.38;1;2;2;2;1;32;3.1;1.02;1308;0
108734;24000;23280;0;3800;1;2;2;4;1;53;37;7;1816;0
153738;32692.6;2184;0;0;1;3;2;4;1;49;28.11;15.1;1533;0
77495;65387.27;2200;11124.12;6494.43;1;2;2;2;1;39;14.11;10.08;506.4;208
152372;37195.8;0;1866;1300.52;1;2;2;2;1;38;14.02;14.02;298.8;50
196240;37345.7;250;0;0;1;3;2;3;1;44;22.09;22.09;1820;0
117412;43731.93;0;1260.76;3748.93;1;2;2;2;1;49;26.02;9.02;766.8;35
9758;47344.35;3600;317.88;0;1;3;2;4;1;47;22.04;10.04;1766.14;12
134180;39591.38;5231.68;5049.73;3791;1;2;2;2;1;48;26.03;26.03;766.8;173
76547;19300;390;0;1640.5;1;2;2;5;1;48;27.09;18.07;1816;0
133658;56880;3400;0;0;1;3;2;4;1;55;32;1.05;1720.58;0
111952;52560;960;0;4487.15;1;2;2;1;1;57;33.03;33.03;1562.4;0
93744;46421.6;2500;20508.53;5628.97;1;3;2;2;1;55;32.02;32.02;916.8;625
4847;15886.5;3000;0;0;1;1;2;2;1;31;7.1;7.1;584;0
164241;28927.05;7120;0;0;2;3;2;2;1;50;2.02;1.01;936.64;0
144587;4145.94;0;0;0;2;3;2;2;2;34;16;0.03;450.18;0
143951;16523.24;3200;0;1577.85;1;2;2;2;1;44;19.08;1;1878.4;0
